Assembly accession,ASM name,Alias,Altitude,Anonymized name,Arrayexpress species,Arrayexpress strain or line,Assembly level,Assembly method,Biomaterial provider,Bioproject accession,Biosample accession,Biosample model,Biosample title,Biotic relationship,Body sample site,Cell shape,Collected by,Collection date,Comment paragraph,Completion date,Contact email,Contact lab,Contigs,Country,Culture collection,Depth,Derived from,Description,Disease,ENA checklist,ENA-first-public,ENA-last-update,Elevation,Env biome,Env broad scale,Env feature,Env local scale,Env material,Env medium,Environment,Environmental sample,Estimated size,Excluded from refseq,FDA cvm ID,Finishing strategy (depth of coverage),First name,Ftp path,GOLD stamp ID,Gbrs paired ASM,Genbank accessions,Gene calling method,Genome name,Genome quality flags,Genome rep,Genome status,Genotype,Geographic location,Geographic location (city),Geographic location (country or region),Gram stain,Habitat,Host,Host age,Host disease,Host disease outcome,Host gender,Host health,Host name,Host scientific name,Host sex,Host taxid,Host tissue sampled,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,Identification method,Identified by,Infraspecific name,Investigation type,Isol growth condt,Isolate,Isolation comments,Isolation country,Isolation site,Isolation source,Last name,Latitude,Locus tag prefix,Longitude,MLST,Mapping method and version,Material,Metagenome source,Misc param,Misc param: hmp supersite,Motility,Name,Ncbi taxon ID,Note,Organism,Organism name,Other clinical,Other environmental,Oxygen requirement,Paired ASM comp,Phenotypes,Plasmids,Project name,Project type,Publication,Publication date,Ref biomaterial,Refseq accessions,Refseq category,Refseq cds,Rel to oxygen,Relation to type material,Release type,SRA accession,Salinity,Sample accession,Sample name,Sample type,Seq rel date,Sequencing centers,Sequencing depth,Sequencing method,Sequencing platform,Sequencing platform resumed,Sequencing status,Source mat ID,Species taxid,Specific host,Sporulation,Strain,Strain name alias,Subject ID,Submission model,Submission package,Submitter,Subsrc note,Supplier name,Taxid,Temperature,Temperature optimum,Temperature range,Title,Trophic level,Type material,Type strain,Value,Version status,WGS master,pH,Terrestrial_coordinates,MAG,Origin
GCA_002364335.1,ASM236433v1,,,,,,Scaffold,CLC de novo assembler v. 4.4.1,,PRJNA348753,SAMN06450922,,Uncultivated Winogradskyella sp. UBA3174 genome recovered from ERX556318,,,,,,Uncultivated genome recovered from an assembly of the ERX556318 metagenome.,2017-09-26T00:00:00Z,donovan.parks@gmail.com,,90.0,,,,,,,,,,,,,,,,,,true,,derived from metagenome,,,Donovan,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/364/335/GCA_002364335.1_ASM236433v1,,,DEXW01000000,,Winogradskyella sp. UBA3174,,Full,WGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBA3174,,,,"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",Parks,,,,,0.7.12-r1039,,marine metagenome,,,,University of Queensland,1947785.0,,Winogradskyella sp. UBA3174,Winogradskyella sp. UBA3174,,,,,,,,,28894102,2017-02-27T00:00:00.000,,,,,,,Major,,,SAMN06450922,Winogradskyella sp. UBA3174,metagenomic assembly,2017/09/26,University of Queensland,41.87x,,Illumina,Illumina,,,1947785.0,,,UBA3174,,,"Microbe, viral or environmental",Microbe.1.0,University of Queensland,Genome binned from sequencing reads available in ERX556318 metagenome,,1947785.0,,,,,,,,This BioSample is a metagenomic assembly obtained from the marine metagenome reads: ERR599364.,latest,DEXW00000000.1,,,True,Marine
GCA_002364385.1,ASM236438v1,,,,,,Scaffold,CLC de novo assembler v. 4.4.1,,PRJNA348753,SAMN06455688,,Uncultivated Flavobacteriaceae bacterium UBA3168 genome recovered from ERX556043,,,,,,Uncultivated genome recovered from an assembly of the ERX556043 metagenome.,2017-09-26T00:00:00Z,donovan.parks@gmail.com,,181.0,,,,,,,,,,,,,,,,,,true,,derived from metagenome,,,Donovan,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/364/385/GCA_002364385.1_ASM236438v1,,,DEYC01000000,,Flavobacteriaceae bacterium UBA3168,,Full,WGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBA3168,,,,"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",Parks,,,,,0.7.12-r1039,,marine metagenome,,,,University of Queensland,1951823.0,,Flavobacteriaceae bacterium UBA3168,Flavobacteriaceae bacterium UBA3168,,,,,,,,,28894102,2017-02-27T00:00:00.000,,,,,,,Major,,,SAMN06455688,Flavobacteriaceae bacterium UBA3168,metagenomic assembly,2017/09/26,University of Queensland,15.76x,,Illumina,Illumina,,,1951823.0,,,UBA3168,,,"Microbe, viral or environmental",Microbe.1.0,University of Queensland,Genome binned from sequencing reads available in ERX556043 metagenome,,1951823.0,,,,,,,,This BioSample is a metagenomic assembly obtained from the marine metagenome reads: ERR598971.,latest,DEYC00000000.1,,,True,Marine
GCA_002364405.1,ASM236440v1,,,,,,Scaffold,CLC de novo assembler v. 4.4.1,,PRJNA348753,SAMN06455678,,Uncultivated Leeuwenhoekiella sp. UBA3167 genome recovered from ERX556043,,,,,,Uncultivated genome recovered from an assembly of the ERX556043 metagenome.,2017-09-26T00:00:00Z,donovan.parks@gmail.com,,425.0,,,,,,,,,,,,,,,,,,true,,derived from metagenome,,,Donovan,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/364/405/GCA_002364405.1_ASM236440v1,,,DEYD01000000,,Leeuwenhoekiella sp. UBA3167,,Full,WGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBA3167,,,,"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",Parks,,,,,0.7.12-r1039,,marine metagenome,,,,University of Queensland,1946745.0,,Leeuwenhoekiella sp. UBA3167,Leeuwenhoekiella sp. UBA3167,,,,,,,,,28894102,2017-02-27T00:00:00.000,,,,,,,Major,,,SAMN06455678,Leeuwenhoekiella sp. UBA3167,metagenomic assembly,2017/09/26,University of Queensland,19.71x,,Illumina,Illumina,,,1946745.0,,,UBA3167,,,"Microbe, viral or environmental",Microbe.1.0,University of Queensland,Genome binned from sequencing reads available in ERX556043 metagenome,,1946745.0,,,,,,,,This BioSample is a metagenomic assembly obtained from the marine metagenome reads: ERR598971.,latest,DEYD00000000.1,,,True,Marine
GCA_002364535.1,ASM236453v1,,,,,,Scaffold,CLC de novo assembler v. 4.4.1,,PRJNA348753,SAMN06451188,,Uncultivated Flavobacteriaceae bacterium UBA3159 genome recovered from ERX556045,,,,,,Uncultivated genome recovered from an assembly of the ERX556045 metagenome.,2017-09-26T00:00:00Z,donovan.parks@gmail.com,,64.0,,,,,,,,,,,,,,,,,,true,,derived from metagenome,,,Donovan,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/364/535/GCA_002364535.1_ASM236453v1,,,DEYL01000000,,Flavobacteriaceae bacterium UBA3159,,Full,WGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBA3159,,,,"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",Parks,,,,,0.7.12-r1039,,marine metagenome,,,,University of Queensland,1951822.0,,Flavobacteriaceae bacterium UBA3159,Flavobacteriaceae bacterium UBA3159,,,,,,,,,28894102,2017-02-27T00:00:00.000,,,,,,,Major,,,SAMN06451188,Flavobacteriaceae bacterium UBA3159,metagenomic assembly,2017/09/26,University of Queensland,47.46x,,Illumina,Illumina,,,1951822.0,,,UBA3159,,,"Microbe, viral or environmental",Microbe.1.0,University of Queensland,Genome binned from sequencing reads available in ERX556045 metagenome,,1951822.0,,,,,,,,This BioSample is a metagenomic assembly obtained from the marine metagenome reads: ERR598965.,latest,DEYL00000000.1,,,True,Marine
GCA_002365095.1,ASM236509v1,,,,,,Scaffold,CLC de novo assembler v. 4.4.1,,PRJNA348753,SAMN06455953,,Uncultivated Flavobacteriales bacterium UBA3141 genome recovered from SRX823353,,,,,,Uncultivated genome recovered from an assembly of the SRX823353 metagenome.,2017-09-26T00:00:00Z,donovan.parks@gmail.com,,15.0,,,,,,,,,,,,,,,,,,true,,derived from metagenome,,,Donovan,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/365/095/GCA_002365095.1_ASM236509v1,,,DEZD01000000,,Flavobacteriales bacterium UBA3141,,Full,WGS,,USA:New York City,New York City,USA,,,,,,,,,,,,,,,,,,,,,,,,UBA3141,,United States,,wood,Parks,,,,,0.7.12-r1039,,terrestrial metagenome,,,,University of Queensland,1950989.0,,Flavobacteriales bacterium UBA3141,Flavobacteriales bacterium UBA3141,,,,,,,,,28894102,2017-02-27T00:00:00.000,,,,,,,Major,,,SAMN06455953,Flavobacteriales bacterium UBA3141,metagenomic assembly,2017/09/26,University of Queensland,72.05x,,Illumina,Illumina,,,1950989.0,,,UBA3141,,,"Microbe, viral or environmental",Microbe.1.0,University of Queensland,Genome binned from sequencing reads available in SRX823353 metagenome,,1950989.0,,,,,,,,This BioSample is a metagenomic assembly obtained from the terrestrial metagenome reads: SRR1749970.,latest,DEZD00000000.1,,,True,Non_marine
GCA_002365405.1,ASM236540v1,,,,,,Scaffold,CLC de novo assembler v. 4.4.1,,PRJNA348753,SAMN06452674,,Uncultivated Flavobacteriaceae bacterium UBA3118 genome recovered from SRX1050758,,,,,,Uncultivated genome recovered from an assembly of the SRX1050758 metagenome.,2017-09-26T00:00:00Z,donovan.parks@gmail.com,,93.0,,,,,,,,,,,,,,,,,,true,,derived from metagenome,,,Donovan,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/365/405/GCA_002365405.1_ASM236540v1,,,DFAA01000000,,Flavobacteriaceae bacterium UBA3118,,Full,WGS,,Baltic Sea,,Baltic Sea,,,,,,,,,,,,,,,,,,,,,,,,UBA3118,,,,water,Parks,,,,,0.7.12-r1039,,marine metagenome,,,,University of Queensland,1951821.0,,Flavobacteriaceae bacterium UBA3118,Flavobacteriaceae bacterium UBA3118,,,,,,,,,28894102,2017-02-27T00:00:00.000,,,,,,,Major,,,SAMN06452674,Flavobacteriaceae bacterium UBA3118,metagenomic assembly,2017/09/26,University of Queensland,16.35x,,Illumina,Illumina,,,1951821.0,,,UBA3118,,,"Microbe, viral or environmental",Microbe.1.0,University of Queensland,Genome binned from sequencing reads available in SRX1050758 metagenome,,1951821.0,,,,,,,,This BioSample is a metagenomic assembly obtained from the marine metagenome reads: SRR2053290.,latest,DFAA00000000.1,,,True,Marine
GCA_002365615.1,ASM236561v1,,,,,,Scaffold,CLC de novo assembler v. 4.4.1,,PRJNA348753,SAMN06453787,,Uncultivated Vitellibacter sp. UBA3101 genome recovered from ERX556319,,,,,,Uncultivated genome recovered from an assembly of the ERX556319 metagenome.,2017-09-26T00:00:00Z,donovan.parks@gmail.com,,71.0,,,,,,,,,,,,,,,,,,true,,derived from metagenome,,,Donovan,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/365/615/GCA_002365615.1_ASM236561v1,,,DFAR01000000,,Aequorivita sp. UBA3101,,Full,WGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBA3101,,,,"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",Parks,,,,,0.7.12-r1039,,marine metagenome,,,,University of Queensland,1947772.0,,Aequorivita sp. UBA3101,Aequorivita sp. UBA3101,,,,,,,,,28894102,2017-02-27T00:00:00.000,,,,,,,Major,,,SAMN06453787,Vitellibacter sp. UBA3101,metagenomic assembly,2017/09/26,University of Queensland,10.64x,,Illumina,Illumina,,,1947772.0,,,UBA3101,,,"Microbe, viral or environmental",Microbe.1.0,University of Queensland,Genome binned from sequencing reads available in ERX556319 metagenome,,1947772.0,,,,,,,,This BioSample is a metagenomic assembly obtained from the marine metagenome reads: ERR599375.,latest,DFAR00000000.1,,,True,Marine
GCA_002366675.1,ASM236667v1,,,,,,Scaffold,CLC de novo assembler v. 4.4.1,,PRJNA348753,SAMN06455127,,Uncultivated Flavobacteriaceae bacterium UBA3078 genome recovered from SRX559946,,,,,,Uncultivated genome recovered from an assembly of the SRX559946 metagenome.,2017-09-26T00:00:00Z,donovan.parks@gmail.com,,283.0,,,,,,,,,,,,,,,,,,true,,derived from metagenome,,,Donovan,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/366/675/GCA_002366675.1_ASM236667v1,,,DFBO01000000,,Flavobacteriaceae bacterium UBA3078,,Full,WGS,,"USA: Coal Oil Point, Santa Barbara, California","Coal Oil Point, Santa Barbara, California",USA,,,,,,,,,,,,,,,,,,,,,,,,UBA3078,,United States,,Oil polluted marine water,Parks,,,,,0.7.12-r1039,,marine metagenome,,,,University of Queensland,1951820.0,,Flavobacteriaceae bacterium UBA3078,Flavobacteriaceae bacterium UBA3078,,,,,,,,,28894102,2017-02-27T00:00:00.000,,,,,,,Major,,,SAMN06455127,Flavobacteriaceae bacterium UBA3078,metagenomic assembly,2017/09/26,University of Queensland,49.72x,,Illumina,Illumina,,,1951820.0,,,UBA3078,,,"Microbe, viral or environmental",Microbe.1.0,University of Queensland,Genome binned from sequencing reads available in SRX559946 metagenome,,1951820.0,,,,,,,,This BioSample is a metagenomic assembly obtained from the marine metagenome reads: SRR1313318.,latest,DFBO00000000.1,,,True,Marine
GCA_002367645.1,ASM236764v1,,,,,,Scaffold,CLC de novo assembler v. 4.4.1,,PRJNA348753,SAMN06454663,,Uncultivated Flavobacteriaceae bacterium UBA3032 genome recovered from SRX1050759,,,,,,Uncultivated genome recovered from an assembly of the SRX1050759 metagenome.,2017-09-26T00:00:00Z,donovan.parks@gmail.com,,108.0,,,,,,,,,,,,,,,,,,true,,derived from metagenome,,,Donovan,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/367/645/GCA_002367645.1_ASM236764v1,,,DFDH01000000,,Flavobacteriaceae bacterium UBA3032,,Full,WGS,,Baltic Sea,,Baltic Sea,,,,,,,,,,,,,,,,,,,,,,,,UBA3032,,,,water,Parks,,,,,0.7.12-r1039,,marine metagenome,,,,University of Queensland,1951819.0,,Flavobacteriaceae bacterium UBA3032,Flavobacteriaceae bacterium UBA3032,,,,,,,,,28894102,2017-02-27T00:00:00.000,,,,,,,Major,,,SAMN06454663,Flavobacteriaceae bacterium UBA3032,metagenomic assembly,2017/09/26,University of Queensland,15.09x,,Illumina,Illumina,,,1951819.0,,,UBA3032,,,"Microbe, viral or environmental",Microbe.1.0,University of Queensland,Genome binned from sequencing reads available in SRX1050759 metagenome,,1951819.0,,,,,,,,This BioSample is a metagenomic assembly obtained from the marine metagenome reads: SRR2053291.,latest,DFDH00000000.1,,,True,Marine
GCA_002375245.1,ASM237524v1,,,,,,Scaffold,CLC de novo assembler v. 4.4.1,,PRJNA348753,SAMN06454528,,Uncultivated Leeuwenhoekiella blandensis UBA3617 genome recovered from ERX556322,,,,,,Uncultivated genome recovered from an assembly of the ERX556322 metagenome.,1900-01-01T00:00:00Z,donovan.parks@gmail.com,,254.0,,,,,,,,,,,,,,,,,,true,,derived from metagenome,,,Donovan,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/375/245/GCA_002375245.1_ASM237524v1,,,DFLO01000000,,Leeuwenhoekiella blandensis strain UBA3617,,Full,WGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBA3617,,,,"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",Parks,,,,,0.7.12-r1039,,marine metagenome,,,,University of Queensland,360293.0,,Leeuwenhoekiella blandensis,Leeuwenhoekiella blandensis,,,,,,,,,,2017-02-27T00:00:00.000,,,,,,,Major,,,SAMN06454528,Leeuwenhoekiella blandensis UBA3617,metagenomic assembly,2017/09/27,University of Queensland,15.12x,,Illumina,Illumina,,,360293.0,,,UBA3617,,,"Microbe, viral or environmental",Microbe.1.0,University of Queensland,Genome binned from sequencing reads available in ERX556322 metagenome,,360293.0,,,,,,,,This BioSample is a metagenomic assembly obtained from the marine metagenome reads: ERR599360.,latest,DFLO00000000.1,,,True,Marine
GCA_002375495.1,ASM237549v1,,,,,,Scaffold,CLC de novo assembler v. 4.4.1,,PRJNA348753,SAMN06454530,,Uncultivated Flavobacteriaceae bacterium UBA3611 genome recovered from ERX556322,,,,,,Uncultivated genome recovered from an assembly of the ERX556322 metagenome.,1900-01-01T00:00:00Z,donovan.parks@gmail.com,,14.0,,,,,,,,,,,,,,,,,,true,,derived from metagenome,,,Donovan,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/375/495/GCA_002375495.1_ASM237549v1,,,DFLU01000000,,Flavobacteriaceae bacterium UBA3611,,Full,WGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBA3611,,,,"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",Parks,,,,,0.7.12-r1039,,marine metagenome,,,,University of Queensland,1951834.0,,Flavobacteriaceae bacterium UBA3611,Flavobacteriaceae bacterium UBA3611,,,,,,,,,,2017-02-27T00:00:00.000,,,,,,,Major,,,SAMN06454530,Flavobacteriaceae bacterium UBA3611,metagenomic assembly,2017/09/27,University of Queensland,252.94x,,Illumina,Illumina,,,1951834.0,,,UBA3611,,,"Microbe, viral or environmental",Microbe.1.0,University of Queensland,Genome binned from sequencing reads available in ERX556322 metagenome,,1951834.0,,,,,,,,This BioSample is a metagenomic assembly obtained from the marine metagenome reads: ERR599360.,latest,DFLU00000000.1,,,True,Marine
GCA_002375625.1,ASM237562v1,,,,,,Scaffold,CLC de novo assembler v. 4.4.1,,PRJNA348753,SAMN06453357,,Uncultivated Vitellibacter sp. UBA3599 genome recovered from ERX556325,,,,,,Uncultivated genome recovered from an assembly of the ERX556325 metagenome.,1900-01-01T00:00:00Z,donovan.parks@gmail.com,,213.0,,,,,,,,,,,,,,,,,,true,,derived from metagenome,,,Donovan,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/375/625/GCA_002375625.1_ASM237562v1,,,DFMG01000000,,Aequorivita sp. UBA3599,,Full,WGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBA3599,,,,"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",Parks,,,,,0.7.12-r1039,,marine metagenome,,,,University of Queensland,1947775.0,,Aequorivita sp. UBA3599,Aequorivita sp. UBA3599,,,,,,,,,,2017-02-27T00:00:00.000,,,,,,,Major,,,SAMN06453357,Vitellibacter sp. UBA3599,metagenomic assembly,2017/09/27,University of Queensland,15.29x,,Illumina,Illumina,,,1947775.0,,,UBA3599,,,"Microbe, viral or environmental",Microbe.1.0,University of Queensland,Genome binned from sequencing reads available in ERX556325 metagenome,,1947775.0,,,,,,,,This BioSample is a metagenomic assembly obtained from the marine metagenome reads: ERR599382.,latest,DFMG00000000.1,,,True,Marine
GCA_002375695.1,ASM237569v1,,,,,,Scaffold,CLC de novo assembler v. 4.4.1,,PRJNA348753,SAMN06453355,,Uncultivated Flavobacteriaceae bacterium UBA3591 genome recovered from ERX556327,,,,,,Uncultivated genome recovered from an assembly of the ERX556327 metagenome.,1900-01-01T00:00:00Z,donovan.parks@gmail.com,,15.0,,,,,,,,,,,,,,,,,,true,,derived from metagenome,,,Donovan,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/375/695/GCA_002375695.1_ASM237569v1,,,DFMO01000000,,Flavobacteriaceae bacterium UBA3591,,Full,WGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBA3591,,,,"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",Parks,,,,,0.7.12-r1039,,marine metagenome,,,,University of Queensland,1951832.0,,Flavobacteriaceae bacterium UBA3591,Flavobacteriaceae bacterium UBA3591,,,,,,,,,,2017-02-27T00:00:00.000,,,,,,,Major,,,SAMN06453355,Flavobacteriaceae bacterium UBA3591,metagenomic assembly,2017/09/27,University of Queensland,32.72x,,Illumina,Illumina,,,1951832.0,,,UBA3591,,,"Microbe, viral or environmental",Microbe.1.0,University of Queensland,Genome binned from sequencing reads available in ERX556327 metagenome,,1951832.0,,,,,,,,This BioSample is a metagenomic assembly obtained from the marine metagenome reads: ERR599376.,latest,DFMO00000000.1,,,True,Marine
GCA_002376145.1,ASM237614v1,,,,,,Scaffold,CLC de novo assembler v. 4.4.1,,PRJNA348753,SAMN06456099,,Uncultivated Flavobacteriales bacterium UBA3559 genome recovered from SRX823122,,,,,,Uncultivated genome recovered from an assembly of the SRX823122 metagenome.,1900-01-01T00:00:00Z,donovan.parks@gmail.com,,24.0,,,,,,,,,,,,,,,,,,true,,derived from metagenome,,,Donovan,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/376/145/GCA_002376145.1_ASM237614v1,,,DFNU01000000,,Flavobacteriales bacterium UBA3559,,Full,WGS,,USA:New York City,New York City,USA,,,,,,,,,,,,,,,,,,,,,,,,UBA3559,,United States,,metal,Parks,,,,,0.7.12-r1039,,terrestrial metagenome,,,,University of Queensland,1950998.0,,Flavobacteriales bacterium UBA3559,Flavobacteriales bacterium UBA3559,,,,,,,,,,2017-02-27T00:00:00.000,,,,,,,Major,,,SAMN06456099,Flavobacteriales bacterium UBA3559,metagenomic assembly,2017/09/27,University of Queensland,8.46x,,Illumina,Illumina,,,1950998.0,,,UBA3559,,,"Microbe, viral or environmental",Microbe.1.0,University of Queensland,Genome binned from sequencing reads available in SRX823122 metagenome,,1950998.0,,,,,,,,This BioSample is a metagenomic assembly obtained from the terrestrial metagenome reads: SRR1749739.,latest,DFNU00000000.1,,,True,Non_marine
GCA_002376315.1,ASM237631v1,,,,,,Scaffold,CLC de novo assembler v. 4.4.1,,PRJNA348753,SAMN06453350,,Uncultivated Flavobacteriaceae bacterium UBA3594 genome recovered from ERX556327,,,,,,Uncultivated genome recovered from an assembly of the ERX556327 metagenome.,2017-09-27T00:00:00Z,donovan.parks@gmail.com,,47.0,,,,,,,,,,,,,,,,,,true,,derived from metagenome,,,Donovan,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/376/315/GCA_002376315.1_ASM237631v1,,,DFML01000000,,Flavobacteriaceae bacterium UBA3594,,Full,WGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBA3594,,,,"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",Parks,,,,,0.7.12-r1039,,marine metagenome,,,,University of Queensland,1951833.0,,Flavobacteriaceae bacterium UBA3594,Flavobacteriaceae bacterium UBA3594,,,,,,,,,28894102,2017-02-27T00:00:00.000,,,,,,,Major,,,SAMN06453350,Flavobacteriaceae bacterium UBA3594,metagenomic assembly,2017/09/27,University of Queensland,10.64x,,Illumina,Illumina,,,1951833.0,,,UBA3594,,,"Microbe, viral or environmental",Microbe.1.0,University of Queensland,Genome binned from sequencing reads available in ERX556327 metagenome,,1951833.0,,,,,,,,This BioSample is a metagenomic assembly obtained from the marine metagenome reads: ERR599376.,latest,DFML00000000.1,,,True,Marine
GCA_002376925.1,ASM237692v1,,,,,,Scaffold,CLC de novo assembler v. 4.4.1,,PRJNA348753,SAMN06455298,,Uncultivated Flavobacteriaceae bacterium UBA3537 genome recovered from ERX556094,,,,,,Uncultivated genome recovered from an assembly of the ERX556094 metagenome.,2017-09-27T00:00:00Z,donovan.parks@gmail.com,,127.0,,,,,,,,,,,,,,,,,,true,,derived from metagenome,,,Donovan,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/376/925/GCA_002376925.1_ASM237692v1,,,DFOQ01000000,,Flavobacteriaceae bacterium UBA3537,,Full,WGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBA3537,,,,"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",Parks,,,,,0.7.12-r1039,,marine metagenome,,,,University of Queensland,1951831.0,,Flavobacteriaceae bacterium UBA3537,Flavobacteriaceae bacterium UBA3537,,,,,,,,,28894102,2017-02-27T00:00:00.000,,,,,,,Major,,,SAMN06455298,Flavobacteriaceae bacterium UBA3537,metagenomic assembly,2017/09/27,University of Queensland,14.77x,,Illumina,Illumina,,,1951831.0,,,UBA3537,,,"Microbe, viral or environmental",Microbe.1.0,University of Queensland,Genome binned from sequencing reads available in ERX556094 metagenome,,1951831.0,,,,,,,,This BioSample is a metagenomic assembly obtained from the marine metagenome reads: ERR599142.,latest,DFOQ00000000.1,,,True,Marine
GCA_002378465.1,ASM237846v1,,,,,,Scaffold,CLC de novo assembler v. 4.4.1,,PRJNA348753,SAMN06453470,,Uncultivated Empedobacter sp. UBA3475 genome recovered from SRX822584,,,,,,Uncultivated genome recovered from an assembly of the SRX822584 metagenome.,2017-09-27T00:00:00Z,donovan.parks@gmail.com,,68.0,,,,,,,,,,,,,,,,,,true,,derived from metagenome,,,Donovan,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/378/465/GCA_002378465.1_ASM237846v1,,,DFRA01000000,,Empedobacter sp. UBA3475,,Full,WGS,,USA:New York City,New York City,USA,,,,,,,,,,,,,,,,,,,,,,,,UBA3475,,United States,,wood,Parks,,,,,0.7.12-r1039,,terrestrial metagenome,,,,University of Queensland,1946435.0,,Empedobacter sp. UBA3475,Empedobacter sp. UBA3475,,,,,,,,,28894102,2017-02-27T00:00:00.000,,,,,,,Major,,,SAMN06453470,Empedobacter sp. UBA3475,metagenomic assembly,2017/09/27,University of Queensland,19.98x,,Illumina,Illumina,,,1946435.0,,,UBA3475,,,"Microbe, viral or environmental",Microbe.1.0,University of Queensland,Genome binned from sequencing reads available in SRX822584 metagenome,,1946435.0,,,,,,,,This BioSample is a metagenomic assembly obtained from the terrestrial metagenome reads: SRR1749201.,latest,DFRA00000000.1,,,True,Non_marine
GCA_002378585.1,ASM237858v1,,,,,,Scaffold,CLC de novo assembler v. 4.4.1,,PRJNA348753,SAMN06452670,,Uncultivated Flavobacteriaceae bacterium UBA3440 genome recovered from ERX943717,,,,,,Uncultivated genome recovered from an assembly of the ERX943717 metagenome.,2017-09-27T00:00:00Z,donovan.parks@gmail.com,,158.0,,,,,,,,,,,,,,,,,,true,,derived from metagenome,,,Donovan,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/378/585/GCA_002378585.1_ASM237858v1,,,DFSJ01000000,,Flavobacteriaceae bacterium UBA3440,,Full,WGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBA3440,,,,"Columbia River plume, salinty 25",Parks,,,,,0.7.12-r1039,,marine metagenome,,,,University of Queensland,1951829.0,,Flavobacteriaceae bacterium UBA3440,Flavobacteriaceae bacterium UBA3440,,,,,,,,,28894102,2017-02-27T00:00:00.000,,,,,,,Major,,,SAMN06452670,Flavobacteriaceae bacterium UBA3440,metagenomic assembly,2017/09/27,University of Queensland,20.7x,,Illumina,Illumina,,,1951829.0,,,UBA3440,,,"Microbe, viral or environmental",Microbe.1.0,University of Queensland,Genome binned from sequencing reads available in ERX943717 metagenome,,1951829.0,,,,,,,,This BioSample is a metagenomic assembly obtained from the marine metagenome reads: ERR864073.,latest,DFSJ00000000.1,,,True,Marine
