assembly_accession,strain,finishing strategy (depth of coverage),biotic_relationship,geo_loc_name,host,collected_by,host_disease,isolation_source,sample_name,isolation-source,sample_type,FDA CVM ID,culture_collection,assembly_method,collection_date,env_feature,synonym,Strain,SUBJECT_ID,Alias,type-material,misc_param,collection date,Isolation Site,Isolation source,country,note,GOLD Stamp ID,investigation_type,culture-collection,lat_lon,alt_elev,locus_tag_prefix,nat-host,assembly_method_version,env_material,model,sample_description,Sample Description,ArrayExpress-STRAIN_OR_LINE,ENA checklist,project_type,estimated_size,Temperature Optimum,isol_growth_condt,Motility,feature,project_name,assembly,num_replicons,isolate,depth,env_biome,altitude,ref_biomaterial,package,geographic location,ArrayExpress-StrainOrLine,ArrayExpress-Phenotype,ArrayExpress-SPECIES,INSDC center alias,geo-loc-name,environment,host_sex,elev,PublicAccession,completeness_estimated,geographic location (country and/or sea),latitude and longitude,specific_host,ArrayExpress-Species,ENA-FIRST-PUBLIC,INSDC center name,specific host,Body Sample Site,pH,biome,biomaterial_provider,isolate_name_alias,contamination_estimated,host scientific name,anonymized_name,ENA-LAST-UPDATE,INSDC first public,Cell Shape,BioSampleModel,environmental_sample,material,identified_by,host health state,INSDC last update,Diseases,strain_name_alias,genome_coverage,INSDC status,host taxid,isolation source,Gram Staining,Temperature Range,Sporulation,sequencing_meth,Historical Monobactam Produced,identification method,supplier_name,SRA accession,host_disease_outcome,Unique Monobactam Clusters Identified,ProjectAccession,Sample Name,Type Strain,Phenotypes,Gene Calling Method,temp,Title,investigation type,Host,rel_to_oxygen,host_age,Species,mapping_method,serovar,sop,Isolation Comments,finishing_strategy,Genus,mapping_method_version,environment (biome),attribute_package,metagenome_source,environment (feature),trophic_level,metagenomic,environment (material),Funding Program,quality_assessment_method,quality_assessment_method_version,geographic location (latitude),source_mat_id,host_tissue_sampled,geographic location (longitude),Host Name,subsrc_note,Host Health,value,plant-associated environmental package,project name,sequencing method,Body Sample SubSite
GCA_003610695.1,DSM 27620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_003610735.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_003633605.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_003633785.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_003634105.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_003634455.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_003634585.1,DSM 19839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_003634615.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_003634755.1,DSM 15094,,,Japan,,,,,,,,,,,,,,,,,type strain of Flavobacterium limicola,,,,,,,,,DSM:15094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_003634775.1,DSM 14219,,,Germany,,,,,,,,,,,,,,,,,type strain of Chryseobacterium defluvii,,,,,,,,,DSM:14219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_003634825.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_003663835.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_003663845.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_003663945.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_003664185.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_003688345.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_003688405.1,DSM 23424,,,,,,,,,,,,,,,,,,,,type strain of Ulvibacter antarcticus,,,,,,,,,DSM:23424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_003688495.1,DSM 19727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_003729955.1,DSM 15235,,,South Korea,,,,,,,,,,,,,,,,,type strain of Chryseobacterium daecheongense,,,,,,,,,DSM:15235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_004365465.1,DSM 15235,,,South Korea,,,,,,,,,,,,,,,,,type strain of Chryseobacterium daecheongense,,,,,,,,,DSM:15235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_003815775.1,DSM 16927,,,South Korea,,,,,,,,,,,,,,,,,type strain of Chryseobacterium joostei,,,,,,,,,DSM:16927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900156585.1,DSM 16927,,,South Korea,,,,,,,,,,,,,,,,,type strain of Chryseobacterium joostei,,,,,,,,,DSM:16927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_003815915.1,ATCC 27950,,,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900156145.1,ATCC 27950,,,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_004339525.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_004346845.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_004362665.1,DSM 25687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_004362865.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_004363005.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_004363695.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_004364165.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_004364175.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_004364575.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_004364975.1,DSM 28135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_004365655.1,CGMCC 1.12802,,,,,,,,,,,,,,,,,,,,type strain of Chryseobacterium xixisoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_004366715.1,CGMCC 1.10957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_004368925.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_006714895.1,Hel_I_59,,,,,,,,,,,,,,,,,,,,,,,,,,,,bacteria_archaea,,,,,,,,,,,,,,,,,,,Gramella sp. Hel_I_59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_006777745.1,NNS1-1804,,,Japan:Nahari River,Plecoglossus altivelis altivelis,,,,Flavobacterium psychrophilum genomic DNA,,,,,,2018-04-17,,,,,,,,,,,,,,,,,,FPN181,,,,,,,,,,,,,,,Draft genome sequence of Flavobacterium psychrophilum strain NNS1-1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_006777825.1,NNS2-1804,,,Japan:Nahari River,Plecoglossus altivelis altivelis,,,,Flavobacterium psychrophilum genomic DNA,,,,,,2018-04-17,,,,,,,,,,,,,,,,,,FPN182,,,,,,,,,,,,,,,Draft genome sequence of Flavobacterium psychrophilum strain NNS2-1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_006777945.1,NNS4-1804,,,Japan:Nahari River,Plecoglossus altivelis altivelis,,,,Flavobacterium psychrophilum genomic DNA,,,,,,2018-04-17,,,,,,,,,,,,,,,,,,FPN184,,,,,,,,,,,,,,,Draft genome sequence of Flavobacterium psychrophilum strain NNS4-1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_006778065.1,NNS5-1804,,,Japan:Nahari River,Plecoglossus altivelis altivelis,,,,Flavobacterium psychrophilum genomic DNA,,,,,,2018-04-17,,,,,,,,,,,,,,,,,,FPN185,,,,,,,,,,,,,,,Draft genome sequence of Flavobacterium psychrophilum strain NNS5-1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_006778185.1,NNS6-1804,,,Japan:Nahari River,Plecoglossus altivelis altivelis,,,,Flavobacterium psychrophilum genomic DNA,,,,,,2018-04-17,,,,,,,,,,,,,,,,,,FPN186,,,,,,,,,,,,,,,Draft genome sequence of Flavobacterium psychrophilum strain NNS6-1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_006778265.1,NNS7-1804,,,Japan:Nahari River,Plecoglossus altivelis altivelis,,,,Flavobacterium psychrophilum genomic DNA,,,,,,2018-04-17,,,,,,,,,,,,,,,,,,FPN187,,,,,,,,,,,,,,,Draft genome sequence of Flavobacterium psychrophilum strain NNS7-1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_006778345.1,KKAC-1706,,,Japan:Kagami River,Plecoglossus altivelis altivelis,,,,Flavobacterium psychrophilum genomic DNA,,,,,,2017-06-08,,,,,,,,,,,,,,,,,,FPKKA176,,,,,,,,,,,,,,,Draft genome sequence of Flavobacterium psychrophilum strain KKAC-1706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_006778465.1,KKOK-1706,,,Japan:Kagami River,Plecoglossus altivelis altivelis,,,,Flavobacterium psychrophilum genomic DNA,,,,,,2017-06-12,,,,,,,,,,,,,,,,,,FPKKO176,,,,,,,,,,,,,,,Draft genome sequence of Flavobacterium psychrophilum strain KKOK-1706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_006778585.1,KHIR-1705,,,Japan:Kagami River,Plecoglossus altivelis altivelis,,,,Flavobacterium psychrophilum genomic DNA,,,,,,2017-05-22,,,,,,,,,,,,,,,,,,FPKHI175,,,,,,,,,,,,,,,Draft genome sequence of Flavobacterium psychrophilum strain KHIR-1705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_006789585.1,MAR_2009_79,,,Japan:Kagami River,,,,,,,,,,,2017-05-22,,,,,,,,,,,,,,bacteria_archaea,,,,,,,,,,,,,,,,,,,Arenibacter palladensis MAR_2009_79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_007827205.1,RHA_52,,,Japan:Kagami River,,,,,,,,,,,2017-05-22,,,,,,,,,,,,,,bacteria_archaea,,,,,,,,,,,,,,,,,,,Cellulophaga sp. RHA_52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_007827235.1,MAR_2009_72,,,Japan:Kagami River,,,,,,,,,,,2017-05-22,,,,,,,,,,,,,,bacteria_archaea,,,,,,,,,,,,,,,,,,,Maribacter sp. MAR_2009_72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_007827275.1,Hel_I_86,,,Japan:Kagami River,,,,,,,,,,,2017-05-22,,,,,,,,,,,,,,bacteria_archaea,,,,,,,,,,,,,,,,,,,Gillisia sp. Hel_I_86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_007827285.1,Hel_I_63,,,Japan:Kagami River,,,,,,,,,,,2017-05-22,,,,,,,,,,,,,,bacteria_archaea,,,,,,,,,,,,,,,,,,,Dokdonia sp. Hel_I_63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_007827365.1,Hel_I_94,,,Japan:Kagami River,,,,,,,,,,,2017-05-22,,,,,,,,,,,,,,bacteria_archaea,,,,,,,,,,,,,,,,,,,Olleya sp. Hel_I_94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_007827445.1,Mar_2010_105,,,Japan:Kagami River,,,,,,,,,,,2017-05-22,,,,,,,,,,,,,,bacteria_archaea,,,,,,,,,,,,,,,,,,,Flavobacteriaceae bacterium Mar_2010_105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_007827455.1,Hel_I_33_5,,,Japan:Kagami River,,,,,,,,,,,2017-05-22,,,,,,,,,,,,,,bacteria_archaea,,,,,,,,,,,,,,,,,,,Lutibacter sp. Hel_I_33_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_007827465.1,Hel1_53,,,Japan:Kagami River,,,,,,,,,,,2017-05-22,,,,,,,,,,,,,,bacteria_archaea,,,,,,,,,,,,,,,,,,,Dokdonia sp. Hel1_53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_007830355.1,CGMCC 1.6847,,,Japan:Kagami River,,,,,,,,,,,2017-05-22,,,,,,type strain of Flavobacterium tiangeerense,,,,,,,,bacteria_archaea,,,,,,,,,,,,,,,,,,,Flavobacterium tiangeerense CGMCC 1.6847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_007830385.1,CGMCC 1.7270,,,Japan:Kagami River,,,,,,,,,,,2017-05-22,,,,,,type strain of Flavobacterium cauense,,,,,,,,bacteria_archaea,,,,,,,,,,,,,,,,,,,Flavobacterium cauense CGMCC 1.7270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_007830415.1,CGMCC 1.6844,,,Japan:Kagami River,,,,,,,,,,,2017-05-22,,,,,,type strain of Flavobacterium cheniae,,,,,,,,bacteria_archaea,,,,,,,,,,,,,,,,,,,Flavobacterium cheniae CGMCC 1.6844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_007830645.1,ATCC BAA-634,,,Japan:Kagami River,,,,,,,,,,,2017-05-22,,,,,,,,,,,,,,bacteria_archaea,ATCC:BAA-634,,,,,,,,,,,,,,,,,,Myroides odoratimimus ATCC BAA-634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_007994155.1,CGMCC 1.5380,,,Japan:Kagami River,,,,,,,,,,,2017-05-22,,,,,,type strain of Flavobacterium glaciei,,,,,,,,bacteria_archaea,,,,,,,,,,,,,,,,,,,Flavobacterium glaciei CGMCC 1.5380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_009834475.1,BCLYD2,,,China,Brassica rapa subsp. oleifera,,,,,,cell culture,,,,2014-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_011064265.1,Sr18,,,"China, Xinjiang No.1 glacier",Brassica rapa subsp. oleifera,Yu-Hua Xin,,glacier,,,glacier,,"CGMCC, 1.9225",,2009,,,,,,,,,,,,,,,,43.155 N 87.002 E,,,,,,,,,,,,,,,,,,,,,,,3457 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microbe,,,Qing Liu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900099675.1,DSM 23313,,,"China, Qingdao",Brassica rapa subsp. oleifera,,,glacier,,,,,,,2009,,,,,,type strain of Myroides phaeus,,,,,,,,,,36.09 N 120.33 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900099685.1,DSM 17071,,,"China, Qingdao",Brassica rapa subsp. oleifera,,,glacier,,,,,,,2009,,,,,,type strain of Chryseobacterium taeanense,,,,,,,,,,36.09 N 120.33 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900099815.1,DSM 19803,,,"China, Qingdao",,,,,,,,,,,2009,,,,,,type strain of Psychroflexus sediminis,,,,,,,,,,36.09 N 120.33 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
