,Genome,BGC_full,Class,BiG-SCAPE class,Product Prediction,Clan,Family,Pfam_vector,Pfam_vector_length,Pfam_descriptor
5880,GCA_000243235.1,GCA_000243235.1_contig1.region001,PKSother,Others,T3PKS.arylpolyene,1848,10217,['PF03938.14 PF00639.21 PF00639.21 PF07726.11 PF17863.1 PF00330.20 PF00694.19 PF12844.7 PF00717.23 PF08534.10 PF05834.12 PF04116.13 PF00494.19 PF01593.24 PF02607.17 PF13411.6 PF01610.17 PF01202.22 PF00156.27 PF05724.11 PF01479.25 PF13568.6 PF02780.20 PF02779.24'],24,Aldo_ket_red;PNP_UDP_1;DeoC;DUF302;Abhydrolase_1;Phage_integrase;Phage_int_SAM_5;Arm-DNA-bind_5;FAD_binding_3;Lyase_aromatic;adh_short_C2;Lip_A_acyltrans;4HBT_2;ketoacyl-synt;Ketoacyl-synt_C;PP-binding;ketoacyl-synt;Ketoacyl-synt_C;Ketoacyl-synt_2;Polysacc_deac_1;LolA;FabA;Glycos_transf_2;DUF2062;MMPL;MMPL;AMP-binding;FA_hydroxylase;Biotin_lipoyl;Biotin_carb_N;CPSase_L_D2;Biotin_carb_C;Carboxyl_trans;UPF0126;UPF0126;Pyr_redox_2;PspC;PadR;DUF4870;DUF4442
7265,GCA_000243235.1,GCA_000243235.1_contig1.region001,Others,Others,T3PKS.arylpolyene,4095,1917,['PF03938.14 PF00639.21 PF00639.21 PF07726.11 PF17863.1 PF00330.20 PF00694.19 PF12844.7 PF00717.23 PF08534.10 PF05834.12 PF04116.13 PF00494.19 PF01593.24 PF02607.17 PF13411.6 PF01610.17 PF01202.22 PF00156.27 PF05724.11 PF01479.25 PF13568.6 PF02780.20 PF02779.24'],24,Aldo_ket_red;PNP_UDP_1;DeoC;DUF302;Abhydrolase_1;Phage_integrase;Phage_int_SAM_5;Arm-DNA-bind_5;FAD_binding_3;Lyase_aromatic;adh_short_C2;Lip_A_acyltrans;4HBT_2;ketoacyl-synt;Ketoacyl-synt_C;PP-binding;ketoacyl-synt;Ketoacyl-synt_C;Ketoacyl-synt_2;Polysacc_deac_1;LolA;FabA;Glycos_transf_2;DUF2062;MMPL;MMPL;AMP-binding;FA_hydroxylase;Biotin_lipoyl;Biotin_carb_N;CPSase_L_D2;Biotin_carb_C;Carboxyl_trans;UPF0126;UPF0126;Pyr_redox_2;PspC;PadR;DUF4870;DUF4442
6374,GCA_000252125.2,GCA_000252125.2_contig31.region001,Others,Others,betalactone.T3PKS,10039,4055,['PF13715.6 PF07715.15 PF00593.24 PF13689.6 PF17152.4 PF00672.25 PF08448.10 PF00989.25 PF00989.25 PF00989.25 PF04023.14 PF02742.15 PF01325.19 PF00582.26 PF01566.18 PF05834.12 PF06491.11 PF17773.1 PF00581.20 PF12368.8 PF13715.6 PF07715.15 PF00593.24 PF12771.7'],24,TPP_enzyme_N;TPP_enzyme_M;TPP_enzyme_C;CheB_methylest;CheR_N;CheR;PAS_8;PAS_4;PAS_3;HisKA;HATPase_c;Response_reg;FKBP_C;Abhydrolase_1;Aldedh;Amino_oxidase;DUF2237;cNMP_binding;CBS;CBS;DUF294;DUF294_C;ACPS;Ketoacyl-synt_C;ketoacyl-synt;FabA;Chal_sti_synt_C;Chal_sti_synt_N;Methyltransf_25;FAD_binding_3;MS_channel;AMP-binding_C;AMP-binding;ACAS_N;IlvC;IlvC;IlvN;ALS_ss_C;ACT;TPP_enzyme_C;TPP_enzyme_M;TPP_enzyme_N;ILVD_EDD;Iso_dh;HMGL-like;ABM;Flavodoxin_2;HTH_1;LysR_substrate;DUF885;Transketolase_C;Transket_pyr;E1_dh;DIOX_N;2OG-FeII_Oxy;SUI1
5453,GCA_000252125.2,GCA_000252125.2_contig31.region001,PKSother,Others,betalactone.T3PKS,1848,6815,['PF13715.6 PF07715.15 PF00593.24 PF13689.6 PF17152.4 PF00672.25 PF08448.10 PF00989.25 PF00989.25 PF00989.25 PF04023.14 PF02742.15 PF01325.19 PF00582.26 PF01566.18 PF05834.12 PF06491.11 PF17773.1 PF00581.20 PF12368.8 PF13715.6 PF07715.15 PF00593.24 PF12771.7'],24,TPP_enzyme_N;TPP_enzyme_M;TPP_enzyme_C;CheB_methylest;CheR_N;CheR;PAS_8;PAS_4;PAS_3;HisKA;HATPase_c;Response_reg;FKBP_C;Abhydrolase_1;Aldedh;Amino_oxidase;DUF2237;cNMP_binding;CBS;CBS;DUF294;DUF294_C;ACPS;Ketoacyl-synt_C;ketoacyl-synt;FabA;Chal_sti_synt_C;Chal_sti_synt_N;Methyltransf_25;FAD_binding_3;MS_channel;AMP-binding_C;AMP-binding;ACAS_N;IlvC;IlvC;IlvN;ALS_ss_C;ACT;TPP_enzyme_C;TPP_enzyme_M;TPP_enzyme_N;ILVD_EDD;Iso_dh;HMGL-like;ABM;Flavodoxin_2;HTH_1;LysR_substrate;DUF885;Transketolase_C;Transket_pyr;E1_dh;DIOX_N;2OG-FeII_Oxy;SUI1
6375,GCA_000264055.1,GCA_000264055.1_contig016.region001,Others,Others,betalactone.T3PKS,10039,4055,['PF13585.6 PF06739.11 PF13585.6 PF12799.7 PF04055.21 PF00364.22 PF00289.22 PF02786.17 PF02785.19 PF01039.22 PF14088.6 PF00293.28 PF01553.21 PF08281.12 PF04542.14 PF07992.14 PF02797.15 PF12725.7 PF02661.18'],19,CHU_C;SBBP;CHU_C;LRR_4;Radical_SAM;Biotin_lipoyl;Biotin_carb_N;CPSase_L_D2;Biotin_carb_C;Carboxyl_trans;DUF4268;NUDIX;Acyltransferase;Sigma70_r4_2;Sigma70_r2;Pyr_redox_2;Chal_sti_synt_C;DUF3810;Fic
4977,GCA_000264055.1,GCA_000264055.1_contig016.region001,PKSother,Others,betalactone.T3PKS,1848,4084,['PF13585.6 PF06739.11 PF13585.6 PF12799.7 PF04055.21 PF00364.22 PF00289.22 PF02786.17 PF02785.19 PF01039.22 PF14088.6 PF00293.28 PF01553.21 PF08281.12 PF04542.14 PF07992.14 PF02797.15 PF12725.7 PF02661.18'],19,CHU_C;SBBP;CHU_C;LRR_4;Radical_SAM;Biotin_lipoyl;Biotin_carb_N;CPSase_L_D2;Biotin_carb_C;Carboxyl_trans;DUF4268;NUDIX;Acyltransferase;Sigma70_r4_2;Sigma70_r2;Pyr_redox_2;Chal_sti_synt_C;DUF3810;Fic
7273,GCA_000265385.1,GCA_000265385.1_contig1.region003,Others,Others,T3PKS.arylpolyene,4095,1944,['PF13184.6 PF08529.11 PF17384.2 PF02576.17 PF00582.26 PF00582.26 PF00501.28 PF03417.16 PF13621.6 PF01593.24 PF01553.21 PF03176.15 PF03176.15 PF09835.9 PF00535.26 PF07977.13 PF03548.15 PF01522.21 PF00109.26 PF02801.22 PF00109.26 PF00550.25 PF00891.18 PF02801.22 PF00109.26 PF13279.6 PF12698.7 PF00005.27 PF16169.5 PF14399.6 PF08541.10 PF08545.10 PF03279.13 PF00550.25 PF02801.22 PF00109.26 PF13561.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF00221.19 PF01494.19 PF07927.12 PF05534.12 PF11028.8 PF01522.21 PF00085.20 PF00149.28 PF12833.7'],53,KH_5;NusA_N;DUF150_C;DUF150;Usp;Usp;AMP-binding;AAT;Cupin_8;Amino_oxidase;Acyltransferase;MMPL;MMPL;DUF2062;Glycos_transf_2;FabA;LolA;Polysacc_deac_1;ketoacyl-synt;Ketoacyl-synt_C;ketoacyl-synt;PP-binding;Methyltransf_2;Ketoacyl-synt_C;ketoacyl-synt;4HBT_2;ABC2_membrane_3;ABC_tran;DUF4872;BtrH_N;ACP_syn_III_C;ACP_syn_III;Lip_A_acyltrans;PP-binding;Ketoacyl-synt_C;ketoacyl-synt;adh_short_C2;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;Lyase_aromatic;FAD_binding_3;HicA_toxin;HicB;DUF2723;Polysacc_deac_1;Thioredoxin;Metallophos;HTH_18
4710,GCA_000265385.1,GCA_000265385.1_contig1.region003,PKSother,Others,T3PKS.arylpolyene,1848,2035,['PF13184.6 PF08529.11 PF17384.2 PF02576.17 PF00582.26 PF00582.26 PF00501.28 PF03417.16 PF13621.6 PF01593.24 PF01553.21 PF03176.15 PF03176.15 PF09835.9 PF00535.26 PF07977.13 PF03548.15 PF01522.21 PF00109.26 PF02801.22 PF00109.26 PF00550.25 PF00891.18 PF02801.22 PF00109.26 PF13279.6 PF12698.7 PF00005.27 PF16169.5 PF14399.6 PF08541.10 PF08545.10 PF03279.13 PF00550.25 PF02801.22 PF00109.26 PF13561.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF00221.19 PF01494.19 PF07927.12 PF05534.12 PF11028.8 PF01522.21 PF00085.20 PF00149.28 PF12833.7'],53,KH_5;NusA_N;DUF150_C;DUF150;Usp;Usp;AMP-binding;AAT;Cupin_8;Amino_oxidase;Acyltransferase;MMPL;MMPL;DUF2062;Glycos_transf_2;FabA;LolA;Polysacc_deac_1;ketoacyl-synt;Ketoacyl-synt_C;ketoacyl-synt;PP-binding;Methyltransf_2;Ketoacyl-synt_C;ketoacyl-synt;4HBT_2;ABC2_membrane_3;ABC_tran;DUF4872;BtrH_N;ACP_syn_III_C;ACP_syn_III;Lip_A_acyltrans;PP-binding;Ketoacyl-synt_C;ketoacyl-synt;adh_short_C2;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;Lyase_aromatic;FAD_binding_3;HicA_toxin;HicB;DUF2723;Polysacc_deac_1;Thioredoxin;Metallophos;HTH_18
1163,GCA_000332115.1,GCA_000332115.1_contig1.region001,PKS-NRP,PKS-NRP_Hybrids,T1PKS.NRPS,10927,2008,['PF01149.24 PF06831.14 PF04307.14 PF14905.6 PF14905.6 PF01648.20 PF00975.20 PF01804.18 PF00005.27 PF02687.21 PF02687.21 PF12704.7 PF00005.27 PF13437.6 PF01610.17 PF01610.17 PF13483.6 PF18456.1 PF00668.20 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00550.25 PF05050.12 PF00501.28 PF00668.20 PF00668.20 PF00550.25 PF00501.28 PF00668.20 PF00550.25 PF00501.28 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00550.25 PF00501.28 PF00668.20 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00668.20 PF00550.25 PF00501.28 PF00668.20 PF00668.20 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF18563.1 PF00550.25 PF08659.10 PF00698.21 PF16197.5 PF02801.22 PF00109.26 PF00550.25 PF13193.6 PF00501.28 PF00501.28 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF18563.1 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00550.25 PF00501.28 PF00668.20 PF02357.19 PF00156.27 PF07992.14 PF03060.15 PF13715.6 PF07715.15 PF00593.24 PF14054.6 PF13899.6 PF00881.24 PF03061.22 PF02698.17 PF16561.5 PF00582.26 PF00582.26'],113,Fapy_DNA_glyco;H2TH;YdjM;OMP_b-brl_3;OMP_b-brl_3;ACPS;Thioesterase;Penicil_amidase;ABC_tran;FtsX;FtsX;MacB_PCD;ABC_tran;HlyD_3;DDE_Tnp_ISL3;DDE_Tnp_ISL3;Lactamase_B_3;CmlA_N;Condensation;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;PP-binding;Methyltransf_21;AMP-binding;Condensation;Condensation;PP-binding;AMP-binding;Condensation;PP-binding;AMP-binding;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;PP-binding;AMP-binding;Condensation;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;Condensation;PP-binding;AMP-binding;Condensation;Condensation;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;TubC_N;PP-binding;KR;Acyl_transf_1;KAsynt_C_assoc;Ketoacyl-synt_C;ketoacyl-synt;PP-binding;AMP-binding_C;AMP-binding;AMP-binding;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;TubC_N;PP-binding;AMP-binding_C;AMP-binding;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;PP-binding;AMP-binding;Condensation;NusG;Pribosyltran;Pyr_redox_2;NMO;CarbopepD_reg_2;Plug;TonB_dep_Rec;DUF4249;Thioredoxin_7;Nitroreductase;4HBT;DUF218;AMPK1_CBM;Usp;Usp
7,GCA_000332115.1,GCA_000332115.1_contig1.region001,NRPS,PKS-NRP_Hybrids,T1PKS.NRPS,4935,2008,['PF01149.24 PF06831.14 PF04307.14 PF14905.6 PF14905.6 PF01648.20 PF00975.20 PF01804.18 PF00005.27 PF02687.21 PF02687.21 PF12704.7 PF00005.27 PF13437.6 PF01610.17 PF01610.17 PF13483.6 PF18456.1 PF00668.20 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00550.25 PF05050.12 PF00501.28 PF00668.20 PF00668.20 PF00550.25 PF00501.28 PF00668.20 PF00550.25 PF00501.28 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00550.25 PF00501.28 PF00668.20 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00668.20 PF00550.25 PF00501.28 PF00668.20 PF00668.20 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF18563.1 PF00550.25 PF08659.10 PF00698.21 PF16197.5 PF02801.22 PF00109.26 PF00550.25 PF13193.6 PF00501.28 PF00501.28 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF18563.1 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00550.25 PF00501.28 PF00668.20 PF02357.19 PF00156.27 PF07992.14 PF03060.15 PF13715.6 PF07715.15 PF00593.24 PF14054.6 PF13899.6 PF00881.24 PF03061.22 PF02698.17 PF16561.5 PF00582.26 PF00582.26'],113,Fapy_DNA_glyco;H2TH;YdjM;OMP_b-brl_3;OMP_b-brl_3;ACPS;Thioesterase;Penicil_amidase;ABC_tran;FtsX;FtsX;MacB_PCD;ABC_tran;HlyD_3;DDE_Tnp_ISL3;DDE_Tnp_ISL3;Lactamase_B_3;CmlA_N;Condensation;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;PP-binding;Methyltransf_21;AMP-binding;Condensation;Condensation;PP-binding;AMP-binding;Condensation;PP-binding;AMP-binding;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;PP-binding;AMP-binding;Condensation;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;Condensation;PP-binding;AMP-binding;Condensation;Condensation;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;TubC_N;PP-binding;KR;Acyl_transf_1;KAsynt_C_assoc;Ketoacyl-synt_C;ketoacyl-synt;PP-binding;AMP-binding_C;AMP-binding;AMP-binding;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;TubC_N;PP-binding;AMP-binding_C;AMP-binding;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;PP-binding;AMP-binding;Condensation;NusG;Pribosyltran;Pyr_redox_2;NMO;CarbopepD_reg_2;Plug;TonB_dep_Rec;DUF4249;Thioredoxin_7;Nitroreductase;4HBT;DUF218;AMPK1_CBM;Usp;Usp
4703,GCA_000332115.1,GCA_000332115.1_contig1.region001,PKSother,PKS-NRP_Hybrids,T1PKS.NRPS,1848,2008,['PF01149.24 PF06831.14 PF04307.14 PF14905.6 PF14905.6 PF01648.20 PF00975.20 PF01804.18 PF00005.27 PF02687.21 PF02687.21 PF12704.7 PF00005.27 PF13437.6 PF01610.17 PF01610.17 PF13483.6 PF18456.1 PF00668.20 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00550.25 PF05050.12 PF00501.28 PF00668.20 PF00668.20 PF00550.25 PF00501.28 PF00668.20 PF00550.25 PF00501.28 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00550.25 PF00501.28 PF00668.20 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00668.20 PF00550.25 PF00501.28 PF00668.20 PF00668.20 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF18563.1 PF00550.25 PF08659.10 PF00698.21 PF16197.5 PF02801.22 PF00109.26 PF00550.25 PF13193.6 PF00501.28 PF00501.28 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF18563.1 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00550.25 PF00501.28 PF00668.20 PF02357.19 PF00156.27 PF07992.14 PF03060.15 PF13715.6 PF07715.15 PF00593.24 PF14054.6 PF13899.6 PF00881.24 PF03061.22 PF02698.17 PF16561.5 PF00582.26 PF00582.26'],113,Fapy_DNA_glyco;H2TH;YdjM;OMP_b-brl_3;OMP_b-brl_3;ACPS;Thioesterase;Penicil_amidase;ABC_tran;FtsX;FtsX;MacB_PCD;ABC_tran;HlyD_3;DDE_Tnp_ISL3;DDE_Tnp_ISL3;Lactamase_B_3;CmlA_N;Condensation;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;PP-binding;Methyltransf_21;AMP-binding;Condensation;Condensation;PP-binding;AMP-binding;Condensation;PP-binding;AMP-binding;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;PP-binding;AMP-binding;Condensation;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;Condensation;PP-binding;AMP-binding;Condensation;Condensation;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;TubC_N;PP-binding;KR;Acyl_transf_1;KAsynt_C_assoc;Ketoacyl-synt_C;ketoacyl-synt;PP-binding;AMP-binding_C;AMP-binding;AMP-binding;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;TubC_N;PP-binding;AMP-binding_C;AMP-binding;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;PP-binding;AMP-binding;Condensation;NusG;Pribosyltran;Pyr_redox_2;NMO;CarbopepD_reg_2;Plug;TonB_dep_Rec;DUF4249;Thioredoxin_7;Nitroreductase;4HBT;DUF218;AMPK1_CBM;Usp;Usp
1164,GCA_000335775.1,GCA_000335775.1_contig04.region001,PKS-NRP,PKS-NRP_Hybrids,T1PKS.NRPS,10927,2017,['PF07690.16 PF00027.29 PF00571.28 PF03445.13 PF10335.9 PF00929.24 PF13193.6 PF00501.28 PF16177.5 PF01450.19 PF01450.19 PF07991.12 PF10369.9 PF01842.25 PF02775.21 PF00205.22 PF02776.18 PF00920.21 PF00180.20 PF00682.19 PF01433.20 PF17900.1 PF06452.11 PF01503.17 PF01502.18 PF00977.21 PF07978.13 PF00977.21 PF00117.28 PF00475.18 PF13242.6 PF00155.21'],32,FKBP_C;S4;Pribosyltran;SKI;DUF4421;TPR_8;Ion_trans_2;IRK_C;MerR_1;Amino_oxidase;SQS_PSY;FA_hydroxylase;DNA_photolyase;FAD_binding_7;ABC1;TetR_C_23;Epimerase;DUF1731;YceI;Glyoxalase_2
4951,GCA_000335775.1,GCA_000335775.1_contig04.region001,PKSother,PKS-NRP_Hybrids,T1PKS.NRPS,1848,4027,['PF07690.16 PF00027.29 PF00571.28 PF03445.13 PF10335.9 PF00929.24 PF13193.6 PF00501.28 PF16177.5 PF01450.19 PF01450.19 PF07991.12 PF10369.9 PF01842.25 PF02775.21 PF00205.22 PF02776.18 PF00920.21 PF00180.20 PF00682.19 PF01433.20 PF17900.1 PF06452.11 PF01503.17 PF01502.18 PF00977.21 PF07978.13 PF00977.21 PF00117.28 PF00475.18 PF13242.6 PF00155.21'],32,FKBP_C;S4;Pribosyltran;SKI;DUF4421;TPR_8;Ion_trans_2;IRK_C;MerR_1;Amino_oxidase;SQS_PSY;FA_hydroxylase;DNA_photolyase;FAD_binding_7;ABC1;TetR_C_23;Epimerase;DUF1731;YceI;Glyoxalase_2
8,GCA_000335775.1,GCA_000335775.1_contig04.region001,NRPS,PKS-NRP_Hybrids,T1PKS.NRPS,4935,2017,['PF07690.16 PF00027.29 PF00571.28 PF03445.13 PF10335.9 PF00929.24 PF13193.6 PF00501.28 PF16177.5 PF01450.19 PF01450.19 PF07991.12 PF10369.9 PF01842.25 PF02775.21 PF00205.22 PF02776.18 PF00920.21 PF00180.20 PF00682.19 PF01433.20 PF17900.1 PF06452.11 PF01503.17 PF01502.18 PF00977.21 PF07978.13 PF00977.21 PF00117.28 PF00475.18 PF13242.6 PF00155.21'],32,FKBP_C;S4;Pribosyltran;SKI;DUF4421;TPR_8;Ion_trans_2;IRK_C;MerR_1;Amino_oxidase;SQS_PSY;FA_hydroxylase;DNA_photolyase;FAD_binding_7;ABC1;TetR_C_23;Epimerase;DUF1731;YceI;Glyoxalase_2
4957,GCA_000335775.1,GCA_000335775.1_contig09.region001,PKSother,PKS-NRP_Hybrids,T1PKS.hglE-KS.NRPS,1848,4047,['PF07690.16 PF00027.29 PF00571.28 PF03445.13 PF10335.9 PF00929.24 PF13193.6 PF00501.28 PF16177.5 PF01450.19 PF01450.19 PF07991.12 PF10369.9 PF01842.25 PF02775.21 PF00205.22 PF02776.18 PF00920.21 PF00180.20 PF00682.19 PF01433.20 PF17900.1 PF06452.11 PF01503.17 PF01502.18 PF00977.21 PF07978.13 PF00977.21 PF00117.28 PF00475.18 PF13242.6 PF00155.21'],32,FKBP_C;S4;Pribosyltran;SKI;DUF4421;TPR_8;Ion_trans_2;IRK_C;MerR_1;Amino_oxidase;SQS_PSY;FA_hydroxylase;DNA_photolyase;FAD_binding_7;ABC1;TetR_C_23;Epimerase;DUF1731;YceI;Glyoxalase_2
1168,GCA_000335775.1,GCA_000335775.1_contig09.region001,PKS-NRP,PKS-NRP_Hybrids,T1PKS.hglE-KS.NRPS,10927,2020,['PF07690.16 PF00027.29 PF00571.28 PF03445.13 PF10335.9 PF00929.24 PF13193.6 PF00501.28 PF16177.5 PF01450.19 PF01450.19 PF07991.12 PF10369.9 PF01842.25 PF02775.21 PF00205.22 PF02776.18 PF00920.21 PF00180.20 PF00682.19 PF01433.20 PF17900.1 PF06452.11 PF01503.17 PF01502.18 PF00977.21 PF07978.13 PF00977.21 PF00117.28 PF00475.18 PF13242.6 PF00155.21'],32,FKBP_C;S4;Pribosyltran;SKI;DUF4421;TPR_8;Ion_trans_2;IRK_C;MerR_1;Amino_oxidase;SQS_PSY;FA_hydroxylase;DNA_photolyase;FAD_binding_7;ABC1;TetR_C_23;Epimerase;DUF1731;YceI;Glyoxalase_2
167,GCA_000335775.1,GCA_000335775.1_contig09.region001,NRPS,PKS-NRP_Hybrids,T1PKS.hglE-KS.NRPS,4935,4029,['PF07690.16 PF00027.29 PF00571.28 PF03445.13 PF10335.9 PF00929.24 PF13193.6 PF00501.28 PF16177.5 PF01450.19 PF01450.19 PF07991.12 PF10369.9 PF01842.25 PF02775.21 PF00205.22 PF02776.18 PF00920.21 PF00180.20 PF00682.19 PF01433.20 PF17900.1 PF06452.11 PF01503.17 PF01502.18 PF00977.21 PF07978.13 PF00977.21 PF00117.28 PF00475.18 PF13242.6 PF00155.21'],32,FKBP_C;S4;Pribosyltran;SKI;DUF4421;TPR_8;Ion_trans_2;IRK_C;MerR_1;Amino_oxidase;SQS_PSY;FA_hydroxylase;DNA_photolyase;FAD_binding_7;ABC1;TetR_C_23;Epimerase;DUF1731;YceI;Glyoxalase_2
4692,GCA_000355805.1,GCA_000355805.1_contig1.region003,PKSother,Others,T1PKS.hglE-KS.PUFA,1848,1890,['PF10079.9 PF10079.9 PF00588.19 PF01103.23 PF00557.24 PF00535.26 PF01370.21 PF04116.13 PF00494.19 PF01593.24 PF02607.17 PF13411.6 PF01202.22 PF00156.27 PF01479.25 PF13568.6 PF02780.20 PF02779.24 PF00456.21 PF00156.27'],20,DUF4139;DUF4140;DUF393;MutS_V;UDG;NMT1;PP_kinase_C;PP_kinase_C_1;PP_kinase;PP_kinase_N;PNP_UDP_1;SUI1;2OG-FeII_Oxy;DIOX_N;NAD_binding_10;Amino_oxidase;Amino_oxidase;E1_dh;Transket_pyr;Transketolase_C;DUF1328;Lipocalin_4;Gly-zipper_Omp;OmpA;FAD_binding_3;Methyltransf_31;Chal_sti_synt_N;Chal_sti_synt_C;adh_short_C2;FabA;ketoacyl-synt;Ketoacyl-synt_C;PP-binding;HATPase_c;DNA_gyraseB;Toprim;DNA_topoisoIV;CHU_C;TsaE;HTH_18;PglZ;Response_reg;HD;LpxD;Hexapep;Hexapep;Hexapep;Hexapep;LpxC;FabA
7383,GCA_000355805.1,GCA_000355805.1_contig1.region003,Others,Others,T1PKS.hglE-KS.PUFA,4095,2332,['PF10079.9 PF10079.9 PF00588.19 PF01103.23 PF00557.24 PF00535.26 PF01370.21 PF04116.13 PF00494.19 PF01593.24 PF02607.17 PF13411.6 PF01202.22 PF00156.27 PF01479.25 PF13568.6 PF02780.20 PF02779.24 PF00456.21 PF00156.27'],20,DUF4139;DUF4140;DUF393;MutS_V;UDG;NMT1;PP_kinase_C;PP_kinase_C_1;PP_kinase;PP_kinase_N;PNP_UDP_1;SUI1;2OG-FeII_Oxy;DIOX_N;NAD_binding_10;Amino_oxidase;Amino_oxidase;E1_dh;Transket_pyr;Transketolase_C;DUF1328;Lipocalin_4;Gly-zipper_Omp;OmpA;FAD_binding_3;Methyltransf_31;Chal_sti_synt_N;Chal_sti_synt_C;adh_short_C2;FabA;ketoacyl-synt;Ketoacyl-synt_C;PP-binding;HATPase_c;DNA_gyraseB;Toprim;DNA_topoisoIV;CHU_C;TsaE;HTH_18;PglZ;Response_reg;HD;LpxD;Hexapep;Hexapep;Hexapep;Hexapep;LpxC;FabA
